var	ctrl	d3g1lg4	d3g2l
Variant_001071	16	6	4
Variant_001072	13	8	3
Variant_001073	27	10	7
Variant_001074	30	6	8
Variant_001075	14	9	15
Variant_001076	14	3	5
Variant_001077	33	11	10
Variant_001078	18	3	4
Variant_001079	16	1	4
Variant_001080	12	0	0
Variant_001081	34	4	3
Variant_001082	21	9	3
Variant_001083	16	4	2
Variant_001084	21	20	6
Variant_001085	23	14	5
Variant_001086	7	8	1
Variant_001087	14	3	1
Variant_001088	15	14	5
Variant_001089	125	167	81
Variant_001090	76	56	43
Variant_001091	52	48	29
Variant_001092	44	52	16
Variant_001093	63	37	20
Variant_001094	47	36	26
Variant_001095	44	37	21
Variant_001096	20	29	19
Variant_001097	61	56	21
Variant_001098	43	51	28
Variant_001099	37	47	28
Variant_001100	24	48	34
Variant_001101	60	22	15
Variant_001102	40	29	15
Variant_001103	52	35	16
Variant_001104	43	26	13
Variant_001105	76	39	33
Variant_001106	47	43	26
Variant_001107	41	41	13
Variant_001108	24	5	4
Variant_001109	46	20	17
Variant_001110	32	24	16
Variant_001111	25	17	10
Variant_001112	20	13	7
Variant_001113	55	21	12
Variant_001114	31	31	17
Variant_001115	37	27	21
Variant_001116	34	32	19
Variant_001117	54	19	8
Variant_001118	40	2	1
Variant_001119	39	6	8
Variant_001120	23	11	4
Variant_001121	76	60	35
Variant_001122	46	19	9
Variant_001123	50	25	23
Variant_001124	31	27	17
Variant_001125	47	20	17
Variant_001126	35	25	18
Variant_001127	34	17	20
Variant_001128	38	36	27
Variant_001129	55	41	24
Variant_001130	49	20	11
Variant_001131	32	19	13
Variant_001132	22	16	8
Variant_001133	58	36	21
Variant_001134	38	27	14
Variant_001135	47	15	6
Variant_001136	15	11	11
Variant_001137	49	18	8
Variant_001138	41	21	10
Variant_001139	30	26	10
Variant_001140	32	20	16
Variant_001141	30	20	13
Variant_001142	23	9	5
Variant_001143	42	9	6
Variant_001144	18	12	6
Variant_001145	53	21	10
Variant_001146	34	15	9
Variant_001147	28	25	7
Variant_001148	23	5	2
Variant_001149	54	17	8
Variant_001150	23	7	6
Variant_001151	34	10	5
Variant_001152	17	20	5
Variant_001153	109	114	71
Variant_001154	64	39	31
Variant_001155	45	39	25
Variant_001156	35	28	16
Variant_001157	55	49	37
Variant_001158	37	27	13
Variant_001159	29	30	23
Variant_001160	30	11	8
Variant_001161	68	75	40
Variant_001162	48	66	38
Variant_001163	24	16	22
Variant_001164	17	11	9
Variant_001165	48	28	23
Variant_001166	40	32	19
Variant_001167	25	26	13
Variant_001168	22	12	9
Variant_001169	44	47	28
Variant_001170	31	14	14
Variant_001171	36	12	14
Variant_001172	25	68	38
Variant_001173	34	17	2
Variant_001174	27	4	5
Variant_001175	42	7	6
Variant_001176	11	9	3
Variant_001177	38	18	12
Variant_001178	39	13	12
Variant_001179	35	7	4
Variant_001180	10	5	3
Variant_001181	37	16	7
Variant_001182	35	17	4
Variant_001183	24	8	8
Variant_001184	22	19	5
Variant_001185	54	34	17
Variant_001186	28	14	11
Variant_001187	41	12	7
Variant_001188	29	13	7
Variant_001189	30	20	12
Variant_001190	23	17	14
Variant_001191	24	10	6
Variant_001192	21	32	17
Variant_001193	32	34	24
Variant_001194	17	12	6
Variant_001195	22	6	4
Variant_001196	24	8	4
Variant_001197	25	8	6
Variant_001198	28	25	15
Variant_001199	26	15	6
Variant_001200	21	22	12
Variant_001201	51	17	14
Variant_001202	28	19	7
Variant_001203	24	12	9
Variant_001204	20	4	8
Variant_001205	38	11	4
Variant_001206	16	3	2
Variant_001207	24	9	5
Variant_001208	14	5	3
Variant_001209	34	19	13
Variant_001210	24	12	8
Variant_001211	20	17	6
Variant_001212	17	7	1
Variant_001213	46	33	13
Variant_001214	29	11	7
Variant_001215	20	7	2
Variant_001216	13	5	1
Variant_001217	182	191	129
Variant_001218	101	99	48
Variant_001219	92	95	63
Variant_001220	67	51	34
Variant_001221	83	80	46
Variant_001222	55	48	25
Variant_001223	88	58	35
Variant_001224	53	28	21
Variant_001225	126	149	101
Variant_001226	53	50	40
Variant_001227	56	36	13
Variant_001228	41	23	12
Variant_001229	100	77	44
Variant_001230	68	34	27
Variant_001231	77	36	14
Variant_001232	38	33	8
Variant_001233	106	71	42
Variant_001234	57	39	29
Variant_001235	45	21	16
Variant_001236	24	30	19
Variant_001237	90	38	20
Variant_001238	52	20	11
Variant_001239	44	16	9
Variant_001240	29	6	4
Variant_001241	70	36	24
Variant_001242	55	36	23
Variant_001243	66	29	21
Variant_001244	30	22	18
Variant_001245	68	19	12
Variant_001246	44	10	9
Variant_001247	58	10	8
Variant_001248	41	16	16
Variant_001249	108	90	74
Variant_001250	56	50	30
Variant_001251	60	41	25
Variant_001252	37	34	12
Variant_001253	70	76	35
Variant_001254	44	16	12
Variant_001255	60	40	23
Variant_001256	29	26	23
Variant_001257	64	75	21
Variant_001258	48	20	19
Variant_001259	62	29	28
Variant_001260	21	18	11
Variant_001261	95	69	43
Variant_001262	42	37	14
Variant_001263	35	15	12
Variant_001264	36	23	9
Variant_001265	81	37	20
Variant_001266	43	37	10
Variant_001267	29	19	18
Variant_001268	39	18	10
Variant_001269	54	39	23
Variant_001270	44	8	4
Variant_001271	49	6	6
Variant_001272	17	12	5
Variant_001273	62	37	27
Variant_001274	51	32	13
Variant_001275	57	4	6
Variant_001276	19	9	4
Variant_001277	56	13	5
Variant_001278	30	23	17
Variant_001279	47	29	9
Variant_001280	29	14	12
Variant_001281	92	78	51
Variant_001282	52	36	19
Variant_001283	45	44	26
Variant_001284	41	44	36
Variant_001285	55	34	18
Variant_001286	26	15	2
Variant_001287	30	22	17
Variant_001288	22	15	5
Variant_001289	62	75	53
Variant_001290	22	42	32
Variant_001291	41	15	9
Variant_001292	16	33	17
Variant_001293	31	26	15
Variant_001294	18	11	3
Variant_001295	35	13	10
Variant_001296	23	14	6
Variant_001297	45	51	30
Variant_001298	26	61	22
Variant_001299	21	42	30
Variant_001300	20	6	4
Variant_001301	30	6	6
Variant_001302	39	14	10
Variant_001303	32	10	3
Variant_001304	16	3	0
Variant_001305	33	24	6
Variant_001306	32	23	10
Variant_001307	28	10	7
Variant_001308	16	0	3
Variant_001309	33	7	2
Variant_001310	25	12	8
Variant_001311	21	8	13
Variant_001312	12	11	5
Variant_001313	38	43	27
Variant_001314	32	32	23
Variant_001315	34	32	16
Variant_001316	26	13	4
Variant_001317	32	22	11
Variant_001318	15	6	1
Variant_001319	30	6	8
Variant_001320	18	3	0
Variant_001321	29	24	12
Variant_001322	19	16	12
Variant_001323	27	10	6
Variant_001324	25	36	20
Variant_001325	36	9	2
Variant_001326	22	9	9
Variant_001327	30	13	8
Variant_001328	11	11	3
Variant_001329	41	15	4
Variant_001330	25	13	6
Variant_001331	21	10	5
Variant_001332	24	17	10
Variant_001333	37	7	5
Variant_001334	16	3	5
Variant_001335	17	1	4
Variant_001336	18	8	5
Variant_001337	35	13	5
Variant_001338	29	26	15
Variant_001339	38	28	14
Variant_001340	11	16	12
Variant_001341	33	1	2
Variant_001342	24	9	4
Variant_001343	27	2	4
Variant_001344	13	3	2
Variant_001345	124	191	115
Variant_001346	63	60	37
Variant_001347	70	56	35
Variant_001348	52	97	58
Variant_001349	81	42	26
Variant_001350	35	25	26
Variant_001351	45	37	21
Variant_001352	48	24	9
Variant_001353	88	125	66
Variant_001354	33	58	39
Variant_001355	48	45	30
Variant_001356	20	17	4
Variant_001357	60	48	31
Variant_001358	37	21	11
Variant_001359	40	26	21
Variant_001360	38	11	5
Variant_001361	78	53	30
Variant_001362	58	100	62
Variant_001363	56	30	23
Variant_001364	24	40	31
Variant_001365	55	33	21
Variant_001366	31	29	16
Variant_001367	39	13	17
Variant_001368	31	25	5
Variant_001369	62	67	35
Variant_001370	38	44	33
Variant_001371	51	34	15
Variant_001372	29	31	24
Variant_001373	65	26	20
Variant_001374	38	20	15
Variant_001375	41	32	17
Variant_001376	23	4	1
Variant_001377	96	99	55
Variant_001378	40	51	29
Variant_001379	59	66	51
Variant_001380	34	41	22
Variant_001381	46	26	9
Variant_001382	25	14	15
Variant_001383	53	18	17
Variant_001384	20	9	5
Variant_001385	49	56	40
Variant_001386	31	37	21
Variant_001387	44	42	24
Variant_001388	33	32	17
Variant_001389	42	16	9
Variant_001390	28	16	6
Variant_001391	36	15	8
Variant_001392	17	18	12
Variant_001393	58	16	15
Variant_001394	35	15	11
Variant_001395	51	30	16
Variant_001396	36	30	24
Variant_001397	59	17	4
Variant_001398	30	5	3
Variant_001399	35	13	12
Variant_001400	18	7	6
Variant_001401	64	40	25
Variant_001402	44	37	26
Variant_001403	38	5	3
Variant_001404	19	21	21
Variant_001405	54	20	10
Variant_001406	21	8	3
Variant_001407	51	6	5
Variant_001408	19	6	1
Variant_001409	132	136	100
Variant_001410	76	52	44
Variant_001411	74	55	33
Variant_001412	39	48	25
Variant_001413	74	36	17
Variant_001414	42	24	17
Variant_001415	54	36	18
Variant_001416	43	27	20
Variant_001417	88	85	45
Variant_001418	51	73	45
Variant_001419	60	48	30
Variant_001420	23	28	16
Variant_001421	51	18	16
Variant_001422	35	9	13
Variant_001423	37	23	15
Variant_001424	35	12	6
Variant_001425	63	55	48
Variant_001426	49	37	24
Variant_001427	49	45	32
Variant_001428	36	30	28
Variant_001429	37	11	16
Variant_001430	34	13	9
Variant_001431	42	20	15
Variant_001432	15	4	6
Variant_001433	57	39	28
Variant_001434	42	36	14
Variant_001435	32	22	27
Variant_001436	25	14	10
Variant_001437	60	27	13
Variant_001438	31	15	14
Variant_001439	39	14	7
Variant_001440	20	17	4
Variant_001441	70	51	30
Variant_001442	35	39	22
Variant_001443	52	11	5
Variant_001444	21	16	13
Variant_001445	46	19	6
Variant_001446	30	20	9
Variant_001447	48	8	7
Variant_001448	20	18	5
Variant_001449	52	63	33
Variant_001450	24	25	19
Variant_001451	25	32	18
Variant_001452	27	27	14
Variant_001453	36	10	6
Variant_001454	35	27	18
Variant_001455	25	5	7
Variant_001456	12	12	4
Variant_001457	51	41	22
Variant_001458	42	34	18
Variant_001459	30	12	10
Variant_001460	36	24	15
Variant_001461	40	11	4
Variant_001462	36	19	8
Variant_001463	41	15	7
Variant_001464	17	5	9
Variant_001465	63	68	47
Variant_001466	38	41	29
Variant_001467	30	14	11
Variant_001468	23	23	8
Variant_001469	39	21	9
Variant_001470	31	9	2
Variant_001471	38	5	3
Variant_001472	19	18	6
Variant_001473	250	228	141
Variant_001474	138	199	114
Variant_001475	112	110	63
Variant_001476	67	79	51
Variant_001477	127	98	62
Variant_001478	85	47	30
Variant_001479	88	64	45
Variant_001480	62	28	16
Variant_001481	168	202	119
Variant_001482	81	68	49
Variant_001483	73	53	36
Variant_001484	48	27	21
Variant_001485	107	71	43
Variant_001486	52	50	28
Variant_001487	80	43	20
Variant_001488	52	22	6
Variant_001489	113	86	62
Variant_001490	86	83	63
Variant_001491	79	62	40
Variant_001492	45	50	30
Variant_001493	54	30	23
Variant_001494	48	35	21
Variant_001495	76	19	11
Variant_001496	29	17	10
Variant_001497	119	99	59
Variant_001498	55	53	37
Variant_001499	54	30	10
Variant_001500	42	16	15
Variant_001501	78	35	15
Variant_001502	71	48	23
Variant_001503	72	25	7
Variant_001504	36	9	3
Variant_001505	129	116	71
Variant_001506	75	86	60
Variant_001507	86	109	74
Variant_001508	54	21	10
Variant_001509	83	61	38
Variant_001510	70	41	18
Variant_001511	72	29	29
Variant_001512	40	18	9
Variant_001513	94	82	45
Variant_001514	65	58	49
Variant_001515	49	45	22
Variant_001516	46	18	17
Variant_001517	77	53	17
Variant_001518	45	32	18
Variant_001519	61	36	24
Variant_001520	32	8	9
Variant_001521	94	58	41
Variant_001522	59	33	18
Variant_001523	85	35	19
Variant_001524	48	18	12
Variant_001525	68	56	31
Variant_001526	43	28	27
Variant_001527	56	17	19
Variant_001528	45	5	3
Variant_001529	80	62	41
Variant_001530	51	36	24
Variant_001531	57	18	12
Variant_001532	50	27	23
Variant_001533	93	18	21
Variant_001534	47	14	7
Variant_001535	58	14	12
Variant_001536	26	8	9
Variant_001537	100	148	83
Variant_001538	55	44	37
Variant_001539	46	40	21
Variant_001540	48	52	40
Variant_001541	42	40	19
Variant_001542	35	45	22
Variant_001543	31	18	9
Variant_001544	29	25	18
Variant_001545	69	35	23
Variant_001546	35	36	34
Variant_001547	27	8	9
Variant_001548	21	9	5
Variant_001549	45	19	12
Variant_001550	31	11	7
Variant_001551	42	9	2
Variant_001552	33	7	9
Variant_001553	62	31	21
Variant_001554	34	23	9
Variant_001555	26	11	2
Variant_001556	24	28	19
Variant_001557	41	17	18
Variant_001558	30	22	12
Variant_001559	27	10	6
Variant_001560	22	8	8
Variant_001561	51	19	11
Variant_001562	27	12	12
Variant_001563	28	6	5
Variant_001564	17	7	4
Variant_001565	49	14	7
Variant_001566	23	5	4
Variant_001567	34	9	4
Variant_001568	17	6	2
Variant_001569	66	33	24
Variant_001570	36	20	16
Variant_001571	39	40	27
Variant_001572	23	19	12
Variant_001573	36	17	14
Variant_001574	26	34	15
Variant_001575	34	16	8
Variant_001576	17	27	19
Variant_001577	39	17	6
Variant_001578	15	14	7
Variant_001579	19	13	5
Variant_001580	14	5	3
Variant_001581	43	18	9
Variant_001582	23	26	17
Variant_001583	22	9	5
Variant_001584	21	13	6
Variant_001585	50	21	13
Variant_001586	43	23	20
Variant_001587	26	12	2
Variant_001588	26	9	2
Variant_001589	18	4	3
Variant_001590	23	10	4
Variant_001591	26	5	3
Variant_001592	24	5	4
Variant_001593	48	26	11
Variant_001594	31	13	9
Variant_001595	17	2	4
Variant_001596	18	11	11
Variant_001597	32	6	7
Variant_001598	22	24	13
Variant_001599	33	7	0
Variant_001600	19	12	8
Variant_001601	164	273	160
Variant_001602	79	84	52
Variant_001603	81	114	57
Variant_001604	63	104	62
Variant_001605	74	108	68
Variant_001606	45	65	48
Variant_001607	60	81	36
Variant_001608	35	94	53
Variant_001609	89	72	52
Variant_001610	44	26	31
Variant_001611	58	25	17
Variant_001612	30	8	7
Variant_001613	80	43	22
Variant_001614	53	29	16
Variant_001615	42	22	25
Variant_001616	26	19	19
Variant_001617	98	54	27
Variant_001618	71	50	24
Variant_001619	41	37	24
Variant_001620	41	50	31
Variant_001621	45	47	30
Variant_001622	34	12	12
Variant_001623	41	14	8
Variant_001624	21	13	12
Variant_001625	69	53	22
Variant_001626	46	31	14
Variant_001627	35	27	15
Variant_001628	30	27	10
Variant_001629	78	22	14
Variant_001630	44	16	7
Variant_001631	32	15	10
Variant_001632	28	14	3
Variant_001633	88	115	76
Variant_001634	65	79	38
Variant_001635	59	67	46
Variant_001636	42	30	15
Variant_001637	62	35	21
Variant_001638	44	18	9
Variant_001639	42	28	8
Variant_001640	38	52	22
Variant_001641	55	40	23
Variant_001642	37	26	20
Variant_001643	48	15	13
Variant_001644	34	24	4
Variant_001645	54	45	23
Variant_001646	33	19	17
Variant_001647	43	29	10
Variant_001648	28	17	14
Variant_001649	74	30	31
Variant_001650	42	8	9
Variant_001651	46	16	12
Variant_001652	31	18	12
Variant_001653	48	21	14
Variant_001654	35	16	12
Variant_001655	43	27	22
Variant_001656	24	21	16
Variant_001657	63	20	12
Variant_001658	40	4	0
Variant_001659	34	10	7
Variant_001660	16	7	6
Variant_001661	57	11	9
Variant_001662	29	9	10
Variant_001663	37	11	12
Variant_001664	19	10	6
Variant_001665	108	145	82
Variant_001666	67	105	64
Variant_001667	49	47	35
Variant_001668	39	42	25
Variant_001669	75	59	42
Variant_001670	56	55	39
Variant_001671	45	30	9
Variant_001672	33	45	24
Variant_001673	84	71	32
Variant_001674	43	41	32
Variant_001675	44	14	6
Variant_001676	35	20	11
Variant_001677	61	20	18
Variant_001678	36	14	6
Variant_001679	43	27	15
Variant_001680	31	28	14
Variant_001681	57	30	26
Variant_001682	47	23	18
Variant_001683	37	11	5
Variant_001684	28	27	21
Variant_001685	38	25	16
Variant_001686	27	25	15
Variant_001687	34	20	7
Variant_001688	23	10	16
Variant_001689	57	21	9
Variant_001690	31	19	8
Variant_001691	30	19	7
Variant_001692	14	7	3
Variant_001693	52	15	3
Variant_001694	20	17	13
Variant_001695	17	4	3
Variant_001696	16	12	4
Variant_001697	73	91	66
Variant_001698	27	41	24
Variant_001699	32	10	7
Variant_001700	35	34	19
Variant_001701	49	81	44
Variant_001702	18	22	17
Variant_001703	48	17	17
Variant_001704	25	32	15
Variant_001705	27	22	15
Variant_001706	27	24	14
Variant_001707	24	5	7
Variant_001708	12	5	0
Variant_001709	46	29	18
Variant_001710	29	25	5
Variant_001711	28	15	14
Variant_001712	27	18	10
Variant_001713	48	15	8
Variant_001714	39	15	13
Variant_001715	30	13	12
Variant_001716	29	6	6
Variant_001717	44	14	8
Variant_001718	39	34	15
Variant_001719	35	1	7
Variant_001720	20	12	11
Variant_001721	44	17	12
Variant_001722	29	3	4
Variant_001723	27	10	4
Variant_001724	21	6	4
Variant_001725	45	12	18
Variant_001726	29	15	6
Variant_001727	27	2	5
Variant_001728	12	5	4
Variant_001729	222	287	183
Variant_001730	112	156	110
Variant_001731	118	163	93
Variant_001732	63	120	78
Variant_001733	116	92	70
Variant_001734	79	73	75
Variant_001735	47	65	47
Variant_001736	67	57	46
Variant_001737	109	96	53
Variant_001738	71	54	29
Variant_001739	73	50	20
Variant_001740	39	27	14
Variant_001741	81	47	30
Variant_001742	41	29	17
Variant_001743	67	26	16
Variant_001744	34	19	6
Variant_001745	119	84	48
Variant_001746	73	97	55
Variant_001747	54	29	17
Variant_001748	40	57	30
Variant_001749	57	48	30
Variant_001750	37	11	12
Variant_001751	67	22	22
Variant_001752	50	29	14
Variant_001753	66	39	21
Variant_001754	68	43	30
Variant_001755	48	27	23
Variant_001756	40	17	16
Variant_001757	84	36	31
Variant_001758	39	11	6
Variant_001759	55	26	17
Variant_001760	44	18	7
Variant_001761	89	138	76
Variant_001762	86	76	46
Variant_001763	61	69	30
Variant_001764	53	52	33
Variant_001765	72	68	32
Variant_001766	33	52	31
Variant_001767	61	76	40
Variant_001768	49	33	25
Variant_001769	82	60	42
Variant_001770	53	29	18
Variant_001771	42	28	18
Variant_001772	22	12	5
Variant_001773	73	30	18
Variant_001774	47	27	15
Variant_001775	57	26	20
Variant_001776	25	14	10
Variant_001777	82	65	25
Variant_001778	64	30	22
Variant_001779	61	23	14
Variant_001780	38	10	10
Variant_001781	62	39	23
Variant_001782	56	36	22
Variant_001783	51	25	13
Variant_001784	42	28	13
Variant_001785	80	35	26
Variant_001786	47	13	11
Variant_001787	35	15	11
Variant_001788	33	11	14
Variant_001789	69	28	19
Variant_001790	21	13	9
Variant_001791	44	15	9
Variant_001792	28	12	3
Variant_001793	149	161	92
Variant_001794	68	155	86
Variant_001795	99	133	72
Variant_001796	50	88	60
Variant_001797	81	35	17
Variant_001798	55	42	16
Variant_001799	65	39	28
Variant_001800	51	47	21
Variant_001801	88	57	45
Variant_001802	54	57	43
Variant_001803	45	43	26
Variant_001804	32	32	14
Variant_001805	72	30	16
Variant_001806	33	15	12
Variant_001807	46	13	4
Variant_001808	27	14	7
Variant_001809	79	48	21
Variant_001810	51	19	9
Variant_001811	57	65	35
Variant_001812	41	63	35
Variant_001813	50	24	16
Variant_001814	42	19	5
Variant_001815	51	12	8
Variant_001816	45	19	11
Variant_001817	65	33	16
Variant_001818	42	30	13
Variant_001819	31	20	12
Variant_001820	28	8	10
Variant_001821	61	25	20
Variant_001822	52	18	11
Variant_001823	38	27	11
Variant_001824	15	5	2
Variant_001825	83	99	57
Variant_001826	56	68	51
Variant_001827	66	76	39
Variant_001828	46	64	40
Variant_001829	58	17	5
Variant_001830	45	17	8
Variant_001831	51	23	8
Variant_001832	42	23	7
Variant_001833	66	40	18
Variant_001834	41	37	15
Variant_001835	33	48	16
Variant_001836	30	34	12
Variant_001837	41	11	10
Variant_001838	37	8	4
Variant_001839	39	17	8
Variant_001840	19	3	4
Variant_001841	59	37	16
Variant_001842	53	54	22
Variant_001843	49	20	12
Variant_001844	36	43	26
Variant_001845	68	19	15
Variant_001846	40	14	6
Variant_001847	36	6	5
Variant_001848	30	6	4
Variant_001849	50	17	13
Variant_001850	43	15	9
Variant_001851	40	15	3
Variant_001852	24	8	2
Variant_001853	64	16	10
Variant_001854	32	8	6
Variant_001855	38	12	6
Variant_001856	26	13	5
Variant_001857	189	292	192
Variant_001858	141	209	107
Variant_001859	129	174	116
Variant_001860	65	89	51
Variant_001861	107	98	60
Variant_001862	85	56	47
Variant_001863	79	58	48
Variant_001864	63	44	18
Variant_001865	143	115	71
Variant_001866	67	100	46
Variant_001867	64	72	47
Variant_001868	40	76	44
Variant_001869	90	50	37
Variant_001870	57	31	20
Variant_001871	62	19	12
Variant_001872	40	37	19
Variant_001873	120	71	70
Variant_001874	66	69	31
Variant_001875	69	84	62
Variant_001876	42	63	38
Variant_001877	79	39	27
Variant_001878	38	33	23
Variant_001879	70	24	22
Variant_001880	38	25	14
Variant_001881	91	73	40
Variant_001882	65	28	25
Variant_001883	68	31	13
Variant_001884	30	43	24
Variant_001885	71	40	25
Variant_001886	37	17	13
Variant_001887	54	15	13
Variant_001888	47	25	20
Variant_001889	114	161	91
Variant_001890	83	70	38
Variant_001891	79	87	59
Variant_001892	48	50	24
Variant_001893	63	43	33
Variant_001894	55	62	32
Variant_001895	59	60	17
Variant_001896	45	19	25
Variant_001897	92	88	47
Variant_001898	46	46	33
Variant_001899	50	48	40
Variant_001900	27	33	18
Variant_001901	74	36	20
Variant_001902	32	11	7
Variant_001903	54	11	10
Variant_001904	45	11	6
Variant_001905	77	67	51
Variant_001906	68	48	30
Variant_001907	52	39	30
Variant_001908	40	38	19
Variant_001909	58	18	19
Variant_001910	36	25	13
Variant_001911	64	22	8
Variant_001912	41	29	22
